initial_cash,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,trades,avg_holding_days,win_rate_pct,profit_factor,total_fees,holding_days,stop_loss_pct,take_profit_pct,max_position_fraction,score,stop_loss_exits,take_profit_exits,time_exits
200.0,191.36479117761232,-4.317604411193843,-15.208803601980868,-0.12404788070041199,88.0,34.5,51.13636363636363,0.9011577014652782,31.051419,90,0.08,0.12,0.1,-15.410989555353105,43,34,11
200.0,202.13734180960847,1.0686709048042253,-22.147544871017068,0.05032469785493887,81.0,38.82716049382716,45.67901234567901,1.0117826895590578,56.492098000000006,90,0.08,0.2,0.2,-15.737679200663289,44,23,14
200.0,203.89421468307498,1.9471073415374907,-20.47164694268475,0.0650964475683521,159.0,38.0,49.056603773584904,1.028783398549748,54.34373,40,0.0,0.2,0.1,-15.74989737272733,0,22,137
200.0,206.382508205925,3.191254102962504,-25.86645876049769,0.08124708835087588,80.0,50.275,40.0,1.0330065474440135,55.742514,90,0.08,0.0,0.2,-16.230682930190696,47,0,33
200.0,208.04559532328418,4.022797661642086,-30.783698659229042,0.08939168459590437,122.0,45.59016393442623,42.62295081967213,1.057369115952576,42.196042,60,0.12,0.0,0.1,-19.547932853016814,50,0,72
200.0,204.46899356635285,2.2344967831764206,-29.370722537286387,0.0672919923679851,80.0,48.3,52.5,1.0224035176027693,55.723493,90,0.12,0.2,0.2,-19.867702181774522,33,25,22
200.0,190.36464545475388,-4.8176772726230555,-20.793929729577144,-0.11825043219589017,88.0,41.77272727272727,56.81818181818182,0.9013780127442286,31.041286,90,0.12,0.12,0.1,-20.09829880608477,33,38,17
200.0,200.2655011759491,0.13275058797455053,-27.760617045619284,0.05856494788606407,78.0,61.07692307692308,46.15384615384615,1.001253368206336,54.097427999999994,90,0.12,0.0,0.2,-20.726316755208238,36,0,42
200.0,201.9506038927689,0.9753019463844437,-30.015204922895855,0.049153439015860376,120.0,54.65,50.0,1.0106525110640603,61.538636000000004,60,0.0,0.2,0.15,-23.15977099046714,0,25,95
200.0,193.31876473831562,-3.340617630842191,-22.864014458833125,-0.058059406894602324,161.0,35.391304347826086,52.17391304347826,0.9492763173440188,55.02958100000001,40,0.0,0.12,0.1,-23.323725938246945,0,48,113
200.0,193.7321911814499,-3.1339044092750457,-27.16359009910738,-0.02033640972882179,85.0,65.32941176470588,61.1764705882353,0.9570125270621568,44.86417,90,0.0,0.12,0.15,-23.5147428482948,0,41,44
200.0,191.05152748638918,-4.474236256805408,-24.512133535268532,-0.04648435597765403,123.0,38.21138211382114,34.959349593495936,0.9322006064586157,42.422081999999996,60,0.08,0.0,0.1,-24.00843747596373,67,0,56
200.0,187.86375599494937,-6.068122002525311,-23.010362134062156,-0.12012637464106422,124.0,49.63709677419355,54.83870967741935,0.897102962282692,42.78583999999999,60,0.0,0.12,0.1,-24.69967079165847,0,42,82
